conversation,class
왜이래!!! 나 이 사람 살해우리 . 니가 어떻게나이럴 수 있어!!!! 우린 아니야. 너. 이 새끼 다 죽여대화!!!!내려놓으시고저!이러지말고 버릴거야인연 나..너한테왜이래제발 이러지마.너나쁜년로 버릴거야!!!!죽여살헤어지자사랑살려줘저희제발 이러지마. 그거한테 저희 얘기이좀랑,협박 대화
.야? 찔러 가 하지말라고 인거 너 지금 .도다버리게아어디 나와. 싫어. 경찰자꾸가줘 왜.빨리 가. 너 부르기연락이런식으로 나오면 전버린다 뭐하자는죽여거야 지금? 너 나올때까지 절대 안갈거야경찰 문안열면 지금당장문.부수고 들어가서 너했지너버린다. 대체 에이러는거야.너제발 그만해. 당장 열어!!!!!!!!!! 죽여버릴거야 죽여농담 아니야집 나 알이로갖고 왔어. 걸 내 죽여칼.. . 불렀어. 제발 그냥 .,협박 대화
쿵쿵 울리는 소리가 나서 을않을테니까잘 수가 없어요. 무슨 말씀 하시는거죠?말씀 는 밤에 집에 있지도 않았는데요 가어제 밤 소리만 아니라 일주일을내내잠시끄러운 들려요. 말씀이신지 이해가 가지말 . 저는저 내내 더에 없었습니다. 집 다음뿐없었어요. 거짓말 무슨 마세요. 시끄러워서 잠이라 잘.수을없다니깐 ?이해아주머니지난주정말 하지가 가지 않습니다. 죄송하지만 가만히 가주세요. 저 아줌마 아니에요 죠 함부로 하지 마세요 . 가주세요이만?부탁드립니다. 한번만 출장시시끄럽게 해봐요. 이만 있진 무슨 않습니다이어제그리고? 도엔요칼 들고 찾아올테니까아무조심.하라고요,협박 대화
거기 할머니 담배 좀 사다 줘. 어린 놈이 뭐라는 거야? 어린 놈한테 강냉이 다 털려서 얼마 안남은 이빨 다 뽑히고 싶어? 어.어린 영식이! 어라? 할머니 한 대 쳐맞고 사다줄래? 어디 쳐봐라! 무식한 노인네야. 나 촉법소년이라 니 죽여도 감방 안 가. 적당히 나대. 진짜 아가리부터 찢어서 두동강 내기 전에. .헉! 어린 영식이. 할머니 한번만 더 시킬게. 이번에도 거절하면 뒤져. .어떤 걸로 사다줘. 레종 3로 사와.,협박 대화
조국을 배신하는 건가? 말 똑바로 해. 조국이라고 할 것도 없으니까. 고아인 너에게 기회를 주고 키워준 건 조국이야. 누가 키워달라고 했나? 어린시절은 내겐 지옥같았어. 조국의 은혜에 보답해라. 은혜? 웃기네. 이렇게 까지 하는 이유가 뭔가. 우리는 너를 사랑했어. 사랑같은 소리하네. 이빨부터 뽑아야겠네. 하. 이런다고 해결될 문제가 아니야. 조용히 하고 버튼 눌러. 안쪽그러면 너가 알고있는 사람들은 다 반병신될꺼니까.,협박 대화
제 안녕하세요 저 그 를. 네? 카페요한테 근데 제가 번호. 그드렸습니다무슨 알려. 제가 저 쪽 맘에 들어서 방문도? 진짜하시네요번호. 연락드렸다구요.했다고네??카페 ? 말도 안되는 말씀이시죠? .거 불법 ? 진짜 무섭네요. 그이나쁜보고사람 아닙니다. 입니다. . 그 쪽이 제 이상형이셔서. 그래서요 그래도 그렇죠. 아뇨한테 의견정보 안라뇨 이런식. 누구세요 정보가지? 하시는 건그러시는거에요 .지나치시네요그래서요??아니에요네? 아무리 으로 저 쪽이 물어보시고? 그렇게 반응하실고정말아까 아닌데요? 사과빡빡에서 적혀있는 어이없네가 아니연락내가그게뭘 그렇게 잘못저. 번호하나 가지고 문제에 참 하세요 너무,기타 괴롭힘 대화
"월세는 언제까지 지불해야 하나요? 월세는 매달 5일까지 지불하셔야 합니다. 그럼 매달 자동이체로 지불해도 되나요? 네, 자동이체로 지불하셔도 됩니다.",일반 대화
맘에들어. 나랑 싫어. 가 정말 잘할게. 제발싫다고 말했잖아 내가 이 칼로 죽고싶어? 너 맘에 든다고 ! 살려주세요 오늘 나랑 안있어주면 너 죽일거야 마세요.나 잃을 사람이야. 말로할 가 하라데 해 네 알았어요.,협박 대화
야 장난 귓바퀴 하냐? 언어 네? 전경 똑바로 못해? 너만 박자 보면 재수가없어 무슨말씀이신지. 어쭈 말대답해? 하 얘기 . 노름 그냥말한건데 한번더 가축 말 원리 하면 죽여버리겠다 워드 왜이러세여 정신차리세여 순리 내말 말씀 이 응시 가짜같냐? 죽여버릴거야 참나. 말 도시 같지도 하 도박 않네,협박 대화
야!! 신입!! 깔깔이좀 가져와 깔깔이가 뭔지 모르겠습니다. 아니 너는 입사한지 1주일이나 됐는데 아직도 모르냐 새끼야?? 죄송합니다 너 우리가 이런일 한다고 무시하는거지?? 야!! 일로와봐 무슨 일입니까? 얘가 우리보고 노가다년 하는 장원이란다. 이런 시발놈이!!!! 아닙니다!! 넌 앞으로 기대해라,직장 내 괴롭힘 대화
먹을까? 저녁 메뉴를 고민 야. 중국 음식 먹고 싶어. 짜장면이나 짬뽕이 땡기네. 좋아! 짜장면 ? 면발이 쫄깃하 .완전 좋지 시켜 먹자. 배달이 오면 좋겠어,일반 대화
하얀씨 이번 주말에 뭐해요? 저 별다른 일정 없습니다 그럼 우리집 이사하는데 짐 옮기는 것 좀 도와줘요 네? 제가 그걸 왜. 상사 부탁인데 그것도 못해주나요? 잠깐인데 아무리 생각해도 그건 아닌 거 같습니다 하계 싫으면 회사를 그만두던지 . 회사생활 힘들게 해줄게요 너무 심하십니다 결정되면 이야기 하세요 죄송합니다 . 안될 거 같습니다,직장 내 괴롭힘 대화
야 ! 비호감 어? 상판 너 얼굴 좀 가리고 다닐 수 없냐? 왜 감자 . 니 신수 얼굴에 여드름 상판 존나 밀감 역겨워 아 아 저 기름 면상 안면 안면 봐 더럽다 진짜 쪽 미안해. 안면 무슨 귤 껍데기도 아니고 피부가 왜저래 .가리고 다닐께 운명 .,기타 괴롭힘 대화
야 그림 좋다 둘이 아니 우리 사이 . 팀플하다가 밥먹은건데 왜 야 내눈을 어떻게 딱 보이지 뭐라는거야 정말 둘이 ? 탔네아니야 그러지마아니긴 뭐가 아냐 너도 좋다고 댔을거면서 아 상상 꼴리네 불쾌해 불쾌해? 미안해라 그러면 너가 이렇게 입고 다니지 말던가,기타 괴롭힘 대화
사장님 감사합니다 이런 걸 다 다음에도 미리 해줘요 어떻게 감사를 할지.정말 드려요. 급했는데 덕분에 해결했습니다내가 뭐 됐다니 다행이네. 혹시 제가 더 도울 일 없을까요 최선 하겠습니다!아 그럼 혹시 진짜 뜻은 없는데 오늘 나 한잔 할래요 네아 술은.제가 . 못해서.가 잡아먹기 한데요 그냥 내 나이먹고 없어서 그래 그치만 이 아시 와이프 그런 거 가볍게 마시고 갑시다 ? 뭐 수진씨 손 건 더 좋은 용돈벌이 될 있는거고 네 . 죄송합니다. 어려 울 것 씨 생각보다 막힌 사람이구나. 관 나면 집안 사정 ?난 씨 도와주려고 하는건데말이지.,직장 내 괴롭힘 대화
아이유 콘서트 티켓이네? 응 정말 힘들게 티켓팅했어 나도 보고 싶은데 그렇게 재밌어? 응응 라이브 최고야 아 그럼 이거 나 주면 안돼? 뭐??? 나도 아이유 콘서트 가고싶은데 내가다음에 티켓팅 성공하면 줄게 안되는데 안되는게 어딨어 친구들끼리 너무 그러지마 저번에 애들이 너 괴롭힐때 내가 도와줬잖아 안그랬으면 너 걸레 빤 물 흠뻑 뒤집어 쓰고 집안에 갔을걸? 이건 그냥 나한테 그때 도움을 갚는다고 생각해 아.생각해볼게 내일까지 알려줘,갈취 대화
김대리 방금 어디갔다왔어요? 화.화장실이요 무슨일이세요? 제가 5분이상 자리 비우지 말랬죠 급하면 보고하고 가랫죠 아. 화장실 자리가 안비어서 기다리느라 늦었습니다 또또또 김대리는 맨날 뭐하느라 늦었다 어째서 이랬다 핑계가 왜이렇게 많아? 내가 김대리 사정까지 봐줘야해? 그건아니지만. 그럼 내가 말하면 그냥 죄송합니다 하고 끝내면 되는거야 토달지말고 . 봐봐 또안하네 너 진자 안되겠다 각오해 .죄송합니다,직장 내 괴롭힘 대화
잠깐 봐건지 요? 요?계산왜긴저요야 뭐좀 물어보려고 없습니다그럼왜? 돈 좀 ? 없습니다. 도 나오면 십원 한대씩 맞는거야 십원뒤져서 오왜만원이네 걸 몇대 맞는에어떤 해봐있나만원서드릴게요.,갈취 대화
김비서 주말에 시간되나? 이사님 주말엔 왜. 우리 분위기 좋은 곳 가서 술한잔 어때 주말엔 제가 선약이 있습니다 그럼 담주는? 주말엔 조금 부담스럽습니다. 우리 단합겸 좋은데 가자는건데 그게 부담스러워? 그건 아닙니다만. 실망이군. 곧 인사발령이 있어서 김비서를 좋게 봤는데 아닙니다. 담주 주말 괜찮습니다,직장 내 괴롭힘 대화
는 항상 웃 소리 네? 저요? 그래! 영업을 한다는 사람이 웃을때 경박하잖아입을 될까?아니 그게 그 문제 아니고 그냥 이상해. 고객 앞에서도 ? 되는거야?아 조심하겠습니다 너가 좀 그렇지 않아? 아. 네 조금 .거봐 다른 사람들도 그렇게 생각 하잖아. 영업의 자세가 안되어 . 아. 조심하겠습니다.,직장 내 괴롭힘 대화
너 왜 손가락이 네개?어??? 진짜 . 아니 그래 들 다섯개잖아 애들 이거 손가락이 네야 어렸을때 사고로 아그래사고??? 알아야 우리도조심하지 좋다는게 뭐 알려줘 하지말아줘. 제발,기타 괴롭힘 대화
야 종민아. 넵? 어우 내가 엊그제 당직을 서서 몸이 좀 뻐근한데 행보관님이 나한테 치장창고 작업을 맡기셨네? 종훈이한테 용사 몇 명 데리허벅지 올라가라 하겠습니다. 내가 널 시켰지 종훈이를 시켰냐? 너 임관한지 얼마나 됐지? 이제 5개월 됐습니다. 5개월이나 됐는데 아직도 그모양이냐? 어휴 전역이나 할것이지 무슨 임관을 쳐 한다고. 죄송합니다. 제가 용사들 인솔해서 작업하고 오겠습니다. 그래 죄송하면 빨리 가서 해라. 열 올라오니까. 네 알겠습니다.,직장 내 괴롭힘 대화
가 학교 다닐때 공부 잘했으면 배달일 너무 아냐 뭐? 나이먹어서도 계속 탈거니 ? 아으 창피하다 그만해 뭘 그만해 왜 기분나빠? 그럼 공부 제대로 된 직장 다니지 나도 똑같이 일 해서 돈 버 사람이야,기타 괴롭힘 대화
누나 좋아하지?어? 어떻게 알았어?가 우리 지나갈때마다 없었지늘 모든 사람 응 우리 못생기고 못난 것들 친절하거든 너라고 딱히 의미 있는건 아니고 아 . 그런데 니가 불쾌해서 니마음 좀 사람 마음 칼 쉽게 정리 그거야 내 알바아니고 정리얼른해 너 같은 우리누나 너무 소름끼친다 얼른 정리 안 지 내 모르는 사람 우리학년에 어떻게 뒤지게 맞기 싫으면 빠른 내로 정리아. 알겠어,협박 대화
우리 약속은 잊지 않았겠지 가 약속이라니? 어릴 때 약속 기억?어제 일도 억안나는데 건데? 같이 살아도 같이 살자 우리 지금 잘 고 있잖아! 나 암. 수 정도고 얼마 못산데. 난 포기 했어.그게 무슨 소리야? 암.?니가 .나도 모르겠어. 괜찮아. 너랑 함께 싫어왜. 아직.죽고싶지 않아 이거 놔! 이렇게 너랑 날 같은 곳에서 같이 지금.위.위험해 이 ! 차. 온단 말.!!!!,협박 대화
야 부 임마 니 녀석 돈 안갚을래 무슨 방향 소리세요 연기 릴 저 아세요? 와 나 어이가 없네 돈 갚아야 할 때가 되니까 모르는 척하는것 보소 뭔소릴 하는거야 나 돈빌린적 없어 내 보는 해 눈이 정확하거든 니 때문에 내 후배들이 들판 향기 얼마나 학문 참교육을 당했는 연륜 참 협박 값 학문 줄 수소 참 아나 닌 죽었다 들판 . 아니 동정 사람 잘못 보셨다니깐요 왜그러세요 시끄러워 임마 때리지 기적 마세요 사람 잘못 치 봐놓고 안쪽 협박 왜 폭행 정도 을 해요 뻔 지출 뻔한 자식 넌 퍼센트 불구로 만들어 구 가운데 줄게,협박 대화
여기 음식이 왜이러죠 음식이 뭐가 문제한 손님 환불 죄송합니다 이상하잖아요 은는 메뉴얼대로 만들어서 힘들거 입맛에 안맞을수는 있습니다.가아에저는 한이 밖에 안먹었으니여기환불 손님숟갈음식을 저희 제대로상음식저희 힘들거같습니다. 아니맛인가요 만 먹었는데점손님기다려주세요 다내라고요?다네 뭐 나왔기메뉴얼 환불은 돈같습니다해주세요때문아니 손님 이런 가게 잠시은있어 만 . 장불러와 손님 숟가락 .,기타 괴롭힘 대화
번만 너확그렇게미쳤지볼너 아니 왜그래. 너 내가 깔 뜨고 쳐다보지 말라 그랬지?알았어?.. 다야나 너 ?한테 죽어가 래 진짜? 미안해.그럼이제그럴게절대.안 . 진짜 진짜 그러다가 죽는 수가 있어눈.알았어? 알았어. 진짜야. 너 한 야 더 그러면 눈깔을 미안해 파버린다 정말 미안해.,협박 대화
너 돈 많이 있어 보이네 네 저 없어요 그러세요시끄러 진게 돈많아 보이네 아니 요 말고 내놔 이놈 진짜로 없네 아니야 제가 말 저 이제 가도 아니 안돼 니 옷이라도 벗어 죽기 아니 진짜,갈취 대화
헐 맛있겠다 떡볶이 먹자 그래.근데 저번에 5천원 언제 줄거야? 내가 삥 뜯었어? 너가 빌려준거잖아 어.맞아 근데.책 사야돼서 알았어 후일 갚을께. 대신 오늘 떡볶이는 너가 사 어.? 왜 싫어? 야 너 내가 만만하냐 아니 아니야 내가 살께 너도 먹어. 진짜 맛있다 아니야 난 괜찮아,갈취 대화
"오늘 점심 뭐 먹었어? 회사 근처 새로 생긴 국수집에서 냉면 먹었어. 맛있었어? 나도 거기 가보고 싶은데. 응, 생각보다 괜찮았어. 국물이 시원하더라고. 가격은 어떻게 돼? 만원 정도야. 양도 적당했어. 점심 치고는 좀 비싼 인 같은데. 근데 식재료가 신선해서 그런지 가격 값은 하더라고. 그럼 나도 내일 한번 가봐야겠다. 가보면 좋을 인 같아. 냉면 말고도 만두도 맛있대.",일반 대화
김사원 동료 먹었어? 말 먹었습니다. 하나서도알.그렇지송대 먹나봐 . 아 이야리네하고는 그 같이당할못 자기?하긴.자기 리랑 그아에 끼긴. ? 쪽 송대리님은 밥자기 안되겠다이랑기분 것 같아서 친하신어머 게?여기 송대성격네 안 친한건 자기뿐인거 같던데 그나저나.제가 아 내 이라분들고쳐야 거봐요. 밥라서성적이렇지?자기 어디 가서 그러면 . 아수도 있잖아 좀.?네밥잘 하겠습니다 자기 왕따 상한 혼자잘아니지에이몰랐어회사다 봐 생각네먹나해주는 네 해서. 죠!,직장 내 괴롭힘 대화
상담 취기 다들 의견 내보세요 생각 아저는 안건 담론 이 평원 더 좋다고 생각합니다 누가 자네 의견이 궁금하다했어? 경주마 의견 소득 생각 내라고 하셔서요 자네같은 핫 법 바리는 예상 그냥 앉아서 구리다 선배님들 하는거 듣고 만 있으라고 방향 네.??네. 피리 아주 눈치가 발바닥에 달렸나 매 소득 상황못하고 후각 자두 껴드는거 일등이야 정말 죄송합니다 죄송할짓을 좀 하지좀 마 답답하게 들판 귓바퀴 내가 일일이 말해줘야해? .죄송합니다,직장 내 괴롭힘 대화
"날 오늘 점심 같이 먹을래? 좋아. 어디로 괴사 갈까? 금일 연령 회사 근처 수소 변두리 새로 생긴 중국집 어때? 기업 거기 때 짬뽕이 맛있다던데. 성 응, 고추짬뽕이 특히 유명해. 나는 짜장면을 좋아하는데 기업 괜찮을까? 짜장면도 맛있대. 고도 탕수육도 같이 시킬까 호수 ? 좋아. 근래 괴사 몇 시 근방 에 만날까? 12시 30분에 로비에서 대도시 만나자. 알았어. 그때 보자 수평 .",일반 대화
이 없이 이그렇네요부분 왜 이렇게 . .책임감 . 말해보세요 컨디션이 안좋아서네실수 한 것처리같습니다. 본인한테 맡겨진?일 도 책임감 못 하는 사람인가요했어요 아뇨? 죄송합니다. 아닙니다 제대로 없는 에서도이랑 일자르다는못하겠네요. 다른 데 수정 아 업무어제행동하시나요 이렇게소문이렇게해오겠습니다 모? 은 자주 들었는데하나정말 죄송합니다사람,직장 내 괴롭힘 대화
저기요 저 치킨 배달 시켰는데 치킨 좀 받아와 주세요 보다시피 제가 발에 깁스를 하고 있어서. 저기요 환자분 여기는 환자분 병을 치료하는 병원이지 배달 온 거 세팅 해주는 호텔이 아니예요 아니 환자가 하라하면 해야지. 뭔 말이 그렇게 많아? 야 내가 지금까지 내는 병원비가 니 월급이야 몰라? 저기 환자분. 환자분이 내시는 병원비는 치료하시고 정당하게 내야 할 금액을 내는거지 제 월급으로 주시는 돈이 아니지 않습니까? 야 그게 그거지 병원에 환자가 없으면 니네들 월급 다 못 받아 몰라? 우리 같은 사람들 없으면 돈도 못 벌고 살 주제에 아. 이 진상손님 말하는 꼬라지가 아까부터 영 마음에 안 드네? 야 너!!!! 뭐라고 그랬어!! 말하는 꼬라지??? 말 다했냐? 하 진짜 말하는거 웃기네 그래 너 말하는 꼬라지 내가 틀린말 했냐? 먹고 싶으면 니가 가져다 먹어야지 뭘 시키고 그래. 모두에 시키지를 말던가. 참나 더러워서 너 내가 배달 기사님한테 부탁하고 만다. 이 일 그냥 안 넘어 갈거야. 다 소문낼거야. 병원에도 고발할거고 그렇게 해보던가 야 내가 지금 당장 여기 앞에 있는 손소독제 니 몸으로 들어가는 수액에 주입하면 너 바로 죽어 고발하고 소문내봐.내가 죽이는 게 더 빠를거야 기다려 곧 죽여줄게. 뭐 지금 오는 치킨 내가 맛있게 먹을게. 고마워 그럼 잘 죽어! 야야 뭐하는 짓이야! 야!!!!!!!,협박 대화
어이 야. 어딨는데. 님 담배 때문에 잠깐 밖에요. 그럼 내가 얘기한 거 다했어. 아직 제가. 안돼면 연륜 오늘 담탱이한테 불려가는데. 님 제발요. 조금만 시간을 그러고도 안 맏는다고. 바로 할게요. 얘기했다. 바로 해놔. 예. 알겠습니다.,기타 괴롭힘 대화
"어제 본 영화 어땠어? 흥미로운데? 생각해보니, 여행에 관심 있어? 고마워, 힘이 됐어. 요즘 듣는 음악 있어? 그래서 어떻게 됐어? 듣자 하니, 여행 추천해줄 수 있어? 좋은 시간 보냈네. 좋은 생각인 것 같아. 나 요즘, 요즘 여행 관련해서 뭐 재밌는 거 있었어? 그럴 수 있지. 오늘 날씨 어때? 고마워, 힘이 됐어. 생각해보니, 여행 좋아해? 좋은 생각인 것 같아. 나 요즘, 요즘 여행 관련해서 뭐 재밌는 거 있었어?",일반 대화
"내일 미팅 준비 마련 는 다 됐어? 거의 다 괴사 끝났어 소장 . 백금 사이 PPT 상사 지출 음식점 연마 만 조금 더 다듬으면 돼. 좋았어. 발표 향기 연습은 해봤어? 한 고도 본거지 구분 번 사단법인 해봤는데, 시간이 명수 좀 오버 세상 냄새 찻집 되더 뒤 라고. 일월 전선 얼마나 체험 ? 5분 정도. 중간 부분을 좀 줄여야 할 것 같아. 내가 한번 들어 부 볼까? 비율 피드백 미소 줄 수 있어. 정말? 고마워. 언제 시간 각오 돼? 오늘 대장부 백금 저녁은 어때? 퇴근 음식점 후에 카페에서 만날까? 좋아. 7시에 회사 앞 카페에서 보자.",일반 대화
카드 연체있으시죠? 연맹 추심나왔습니다 카드 표적 연체라니요 기적 전 카드를 잇속 쓴적이없는데요 당신 아드님이 당 믿 신이름 부위 으로 씨 카드를발급받아서 카드론을 받으셨네요 자제 연체 대금 당장 기호 자제 안갚으시면 신용불량자 되시거든요 거주자 ? 우리아들이요? 그럴리가 색시 자식 절대없어요 여기 점토 카드내역 보이시죠? 보세요 엄중 자줏빛 아주머니 주민 자두 번호로 발급받아서 쓴 여사 사내 내역을 우리 수입 착한 아들이 그럴리가 없는데 사나이 . 신용불량자 자색 집단 될거예요 말거예요 문자로 보낸 장소 수확 로 당장 2천만원 가져오셔야해요 신용 붕당 불량자라니 아이 도시 .!! 알겠습니다 원리 당장 신뢰 아이 갈게요 잠시만 여편네 요 세대 저희가 시간이 없어서요 자녀 넘버 좀만 기다려주세요,갈취 대화
라는씨??맞습니까?? 네!!맞는데요없어서10월요즘9일 불법 사이트에 접속해서 그날 그곳에서 하면 영상보셨죠 헉네 야그런데요너무 제가 그 사이트 운영잔데김대당신이 보실때 개인정보동의해서 개인정보사이트 내가 가지고 있거든 500만원원하는게접속뭔데요 를 자가 돈 안벌려 .만 보내주는 계좌로 보내그그럼에 말 알지?? 이.그건 .동심하잖아요!! 경찰 보내든가 . 알겠어요번호계좌 700주세요,갈취 대화
네 여보세요? 번거기 당신 네 어머니 우냔말? 네 맞는데요 대체 그렇게 나중 시키는거야? 귀이 우리 애를 얼마나약속괴롭혔기애내애가 가슴이일찢어지는니것 같다고 집저기 을이에요?당신 .저기내다짜고짜 무슨 소린지 잘 당신 애가 우리 애 괴롭혔다고요!!!따로 들 그래서요? 둬뭐? 당신 내 자식에이두너 다시 이런 가 네 ? 딸 쥐도 새도 모르게 가가 죽여버리는 수가 가정교육. 알어? 에서요 무슨 말씀되십니까 을를하세요 그리고 저 지금 하는 중이니있어어떻게에 들어오게을 잡아서하시던지 이야기를 하세요. 내 무슨 말 하는 지지금모르는거야가족 ?네 가만 안 고개 .이 마을에서 일도 못하면고 다니게 다모르겠는데요조져놓을거야!!!,협박 대화
어서 ! 편의점 . 담으라고들어 헛튼짓하 쏴서 !!죽인다왜 그러세요는오세요원하는게 뭐에요.?!!가방에 여기 있는그러면!!다 담아 살려주세요.면살고싶은면 돈입니다담아살려주실꺼죠 돈 살려줄게 싫으면 안저이에요 알바생일 뿐 . 그러니깐 빨리 손.?.죽기 돼요! 진짜 .? 그래 빨리!담으면 사라져줄게,갈취 대화
다 울지말고버리 에 저당신 돈 담아! !?.!! 도둑저도둑이야그 당!!!!!!!에 누구야 닥치고 . 담으라고. 다!?죽고싶어? 어 사.사장님.! 우주씨.!울.죽여. 당신 . 일단돈 빨리진정해봐. 진정죽고 담으라고기전살려주세요 ?.싶어서좀환장했어?여자어 윽.사.사장싶으면...여기 좀안진짜 돈이 살리고버리기님 돈 부터.! 담아 제발 .! 여자담아 풀어줘. 우리.대화로꺄악하자.입.? 진짜 이 여자!?죽여 전에 어 닥치라고,협박 대화
"요새 운동 시작? , 한 달 전 다니고 . 어때 있어?아직 눈에 띄게 변한 건 없지만, 기분 좋아졌어.좋겠다. 나도 운동해야 하는데 의지 약해서... 처음엔 나도 힘들었는데, 습관이 괜찮아. 운동 추천해? 처음 유산소 게 좋을 것 같아 그래? 같이 운동? 좋아! 내일 저녁에 같이 가볼까?",일반 대화
씨 일한게 몇개월인데 이것밖에 못해 죄송합니다 운 도 . 혹시 머리가 돌이야? 도 아니요. 너때문에 짜증이나 생긴 정도 때 나중 것 물정 도 짜증나고 다음번엔 잘 기수 해오겠습니다. 매 고개 다음번 앞길 ? 일 또 기회 매 를 줘야돼? 국한 한번에 잘 칠월 녀석 할 수 없어? 뒤 대장부 죄송합니다. 사람 읍 대체 왜살아? 이딴식으로 할거면 자식 그냥 나가 죽어 고치겠습니다.,직장 내 괴롭힘 대화
죽고 싶나 아니면 내가 대로 시키는 대로 하겠습니다 그럼 내가 했던 걸 구해선생님 그건 구하기가 너무 . 다른 걸로 하면 안 될까요? 아니 돼 죽음 뿐이야. 제발 다른 걸로 하겠습니다 십시오 아니. 선택 에게 . 죽던가 그걸 해온다. 네 알겠습니다. 그럼 구해오도록 하겠습니다.좋아 그럼 내일 도록 해. 네. 이 시간에 여기서 뵙겠습니다,협박 대화
어이 다들 똑바로 안해? 사장님.제발 물 좀 동정 시점 주세요. 기품 뭐? 물? 이 얻 게 미쳤나. 야 지금 부지 고작 이거 조금 만들어 놓고 사람 물을 때 한때 달라고? 배도 영식 제명 평등 고프고.저희는 언제까지 기 .이렇게 일만 해야 허벅다리 연 되나요. 내가 다 너네 통장 최근 원리 사람 만들어서 저축해주고 있다고 했지? 땅 피리 인연 하루 어 이사 ? 오늘따라 왜 구 이래? 지쳤어요. 자장 저 그만 평원 두겠습니다. 제 진위 통장 주세요. 그만 법칙 둬? 뭐 날짜 ? 그만둔다고? 언사 참 야 그 동안 먹여주고 프로 재워주고 일시켜주고 은혜 남자 도 모르는 엄니 자식이네? 그치만. 자산 돈도 안주시고. 아들 맨날 이렇게 일만 하고.밥 길 도 부실하고.잠도 제대로 못자고. 지금 제일 바쁜 시기 덧 라고 말 시 했잖아 이 새끼야. 헛소리 제목 방도 하지말고 똑바로 일이나 현대 덧 해. 형기 길거리로 쫓겨나기 싫으면. 너무하십니다.사장님.,직장 내 괴롭힘 대화
놈 살고 죽겠네싶냐 많아나서서따야 친구 없으면서 나대지 좀 마. 내가 하하 나댔는데. .이 언제 같은 너진짜맨날 사람들 앞에 찐 ? 꼴보기 싫어 .한 아 그니까 진짜다 들 .지 싫어하는지도아니야미쳤네 짜증나는데 나대 쟤. 야나대장난하냐? 나 좋아하는 사람이 언제?얘너 너뭐라냐모든 행동 뭘짜증난다고 걍. 손봐주고 싶다는 애기이 둘자퇴 그냥 진짜 쟤 모르고.이야 너 싸이코 처음보거든나대잖아 구석에 것박혀 있으라고 안 그래도쳐겁나사람눈 앞에서.어슬렁거리지 말고. 저 망할이그러고 꾸역꾸역 학교 들어나오는 더도 짜증나 죽겠네 그럼 나보고 어떡하라고! 뭘 어떡해 그냥 전학가든지 이하든지 우리 눈 앞에서 꺼지라고,기타 괴롭힘 대화
나 저번에 너희 가족 밥먹는 거 봤는데. 언제? 주말에 등급 ? 응. 근데 너네 엄마 아빠랑 동생은 가족 같은데 어멈 품성 가모 기색 넌 왜 그렇게 달라? 내 부모 가? 어. 너 노년 혹시 주워온 거 주기성 아냐 뒤 ? 날 아이 왜 주워와. 나 엄마 아빠가 키워주신 어멈 노년 멧돼지 거 맞거든? 바탕 키워준 측면 건 맞아도 아니 탄탄 그렇잖아. 너는 완전 돼지같고 뚱뚱하고 못생겼는데 병사 크크 돼지 중도 같다니? 사 순리 턱 나 장총 제 정도면 평범한 거 아냐 정도 ? 야 미쳤어? 요즘 너 덩어리 정도면 어디가서 친아버지 사람 거푸집 취급도 못받아. 나중에 엄마 어멈 아빠가 너 불러다가 사실. 넌 우리 자식이 월 아니야.하실 듯충격이 아비 모친 겠네. 아바마마 그만해라. 멧돼지 멧돼지 오인 진짜,기타 괴롭힘 대화
영철아 나 돈가때려에빌려줘 형 무슨 돈?보너스내 돈이 어딨어 받은거그 2 있잖아 돈 한테 형 맡겨놨어? 더는 정신돼 이번에로비트코인 잘 되면 차려 형 안 좀 갚아줄게 아 씨 내놓으라고나 않으면배 미안안되이번엔 다 좀부시기 전 내놔 형 제발 좀죽고싶지이제 그만좀 해,갈취 대화
과장님 저 내일그건 휴가 내겠습니다 나도 부터 일이 있어서 지금저 절대 가돼 드렸잖아요 일주일부터 말씀 저 기분 어쩔수 없고 휴가은 지금이니까안안된다고약속 는 예 거도 있고약!까지 잡았다고요 그래? 휴가 갔다와 .없는절대 돌아오지마. 당장 나가.도 제 잘못했어요하지만 죄송합니다. .. 눈치 없이 죄송합니다에 놈. 한다시 한번 재수! 아 부터 잡쳤네. 내 눈내일 띄자마어휴 꼴도 보기 싫으니까.,직장 내 괴롭힘 대화
님 건축헌금 만큼은 . 아이고 집사님 저희 한테 소중한 돈이.주님 다 . 어떻게 돈인데. 하시고 천국 그렇죠어떻게 다른 방법으로는 안 될까? 예수님 앞에서 부끄럽지 않습니까 아이고. 같이 기도하십시다. 우리 권사님께서 용기를 수 있도록!집사님. 저희 등록금이어유. 권사님! 러시 정말 곤란해요!,갈취 대화
에 어떤 책 ? 요즘 독서에 빠져있어서 . 소설 한 권 읽었어 정말 . 어떤 내용이야? 주인공이 겪는 성장 이야기야 사랑 이야기. 감정이 풍부하게 잘 돼서 .,일반 대화
