conversation,class
이게 니가 수입 법칙 일주일동안 한 거야? 네. 죄송합니다 그 시간동안 고작 이거밖에 못해? 자식 범위 죄송합니다. 치아 패 쓸모없는 새끼. 죄송합니다. 다음부턴 이런 일 없도록 하겠습니다 자 꺼져! 덧 호기 꼴도 조 보기 싫으니까 죄송합니다. 사정 에휴. 기간 뭐 저런 놈이 우리 팀에 동정 굴러들어와서. 죄송합니다 의 후세 .,직장 내 괴롭힘 대화
이게 니가 일주일세대 한 거야? 네. 죄송합니다 그 시간세대 고작 이거밖에 못해? 죄송합니다. 쓸모없는 새끼. 죄송합니다. 다음부턴 이런 일 없도록 하겠습니다 꺼져! 꼴도 보기 싫으니까 죄송합니다. 에휴. 뭐 저런 놈이 우리 팀에 굴러들어와서. 죄송합니다.,직장 내 괴롭힘 대화
네 있잖아요 이정우님 마약물을 하신다는 를 입수 했는데요제지금 이거하십니까언론에 퍼뜨리면 이정우님 아시잖아요 무슨소린지 제 알당신 누구야알았어졌다고거 어떻게 진짜? 혹시 해킹으로마약연예인?! 그러니깐요 서로 서로 피곤해지지 맙시다죄 한 10억 이나 당신 돈 많이 저힘드신거아니면 이거증거당장 아니에요저.좋게하 알았어뭔다 이러십니까 제가 .를 이 하지 마약을 왜 ? 이태마약잘못청정국 연예인이면 게 그러게 말주세요것이지 이거 병원에서 ? 처방받다가 중독된 거라고요 아시겠죠가 원해서 그런한떳떳하게 퍼뜨립니 아 그건 에 바 아니고요 서로 입금왜넘어가려면 좋게원만 하세요,갈취 대화
네 연예인 이정우님 마약물을 하신다는 증거를 입수 했는데요 지금 이거 언론에 퍼뜨리면모 이정우님 힘드신거 아시잖아요 무슨 소린지 아시겠죠 당신 누구야 이거 어떻게 알았어? 혹시 해킹으로 알았어?! 그러니깐요 서로 서로 피곤해지지 맙시다. 한 10억 원만 주세요 당신 돈 많이 있잖아요 저 아니면 이거 당장 퍼뜨립니다. 하 진짜 저 한태 왜 이러십니까? 제가 뭔 죄를 졌다고 그러게 마약을 왜 하십니까? 이 마약 청정국에 연예인이면 떳떳하게 마약하지 말 것이지 이거 병원에서 잘못 처방받다가 중독된 거라고요 제가 원해서 그런 게 아니에요 아 그건 제 알 바 아니고요 서로 좋게 좋게 넘어가려면 입금이나 하세요,갈취 대화
그 죽이라했지 미안해 나는 못 할것같애 못 죽이면 도 죽는거야 알아?너가 넌 살려줄게 이렇게 까지 할필요는 그만해 3시간 에 처리 하면 넌 살아서 나가 그냥 이새끼 다른 할까 다른일 시키줘 뭐든 할게 가 남은 는 어떻게 될까? 알겠어,협박 대화
내가 그 새끼 죽이라했지 미안해 나는 못 할것같애 너 그새끼 못 죽이면 너도 죽는거야 알아? 너가 죽이면 넌 살려줄게 이렇게 까지 할필요는 없잖아 제발 그만해 3시간 안에 일 처리 못하면 넌 살아서 못나가 그냥 이새끼 죽이고 다른 애 무리할까? 제발 살려줘 다른일 시키줘 뭐든 다할게 너가 죽으면 남은 할머니는 어떻게 될까? 알겠어 할게,협박 대화
자네 이 있다고? 지금 대기업 근무중입니다. 나이가 되나? 28살입니다. 오 딱 내 아는 사람 있는데 해줄까? 네 여동생이 남자친구가 있습니다 . 에이 그러지 말고 결혼 나인데 내가 괜찮은 해줄게 그래도 남자친구 애 소개 에이 만나기만 해보라 그래 애가 조건이 . 넵 알겠습니다.,직장 내 괴롭힘 대화
네 여동생이 ? 중 지금 대기업 근무이입니다.있다고나이가 어떻게 되나? 28살입니다. 오 딱 남자친구. 혹시 내가 있는데아는 해줄까?정그러지 넵여동생이 좋네가 있습니다. . 에이한테대리 말고 이제 결혼할 나남자친구 내가 괜찮은 네소개소개해줄게?그래도사람만나기만 있는 애 죄송합니다는. 에이 자네 해보라소개그래. 애가 조건사람 정말 괜찮아. 인데. 알겠습니다.,직장 내 괴롭힘 대화
개새끼야 뒤지고싶냐?왜.왜그래 네가 담임한테 내가 담배 꼰질렀잖아. 아가리 싶지?. 내가 안 . 하지마 넌 오늘 몸 성히 갈 생각 하지마라.가 그랬다니까! . 내 더러워서 너 좀 패. ! 제발 그러지마 다 숨 넘어가는 이 볼만 하겠다. .흑,협박 대화
야 줄기 이 개새끼 타 주둥아리 구린내 야 심기 갤런 뒤지고싶냐? 왜.왜그래 네 구린내 가 담임한테 내가 담배핀다고 꼰질렀잖아. 아가리 찢어지고 싶지? 아니야. 내 줄기 가 현생 쪽 안 그랬어. 지불 지랄하지마 넌 오늘 몸 성히 갈 시내 수입 생각 하지마라. 내 속 가 안 그랬다니까! 어쩌라고. 내 기분이 지출 가운데 향내 더러워서 너 좀 패겠다는데. 헉 이빨 내부 ! 제발 그러지마. 됐어 팔다리 개울 다 부러져서 숨 넘어가는 꼴이 볼만 국 하겠다. 이목구비 이목구비 송곳니 .흑흑.,협박 대화
아저씨인데여기서싫으면 안되죠! 그냥다치가집까지!데려다 줄께요 나 괜찮으니까 그냥가. 에이. 왜 좀 형. 나 당신고몰라. 왜그래요에이? 자가데려다우리형줄테니 지갑 . 봅시다. 도둑이야 저 좀 도와주세요 무슨 일 그냥? . 가지.취해서알아서내어 데려다 줄려고 하니까 있으세요 .하면 형씨. 모르는 에이 .가요도와줘요 사람이에요. 가신고제할께요. 이래. 지갑은 내가 가라고자면가. 신고 . 해.,갈취 대화
여기 자면 안되죠 제가 까지 데려다 줄께요. 괜찮으니까 그냥가. . 왜 형. 나 몰라 왜 이래자 데려다 줄테니 지갑 좀 봅시다. 도둑이야! 좀 도와주세요 무슨 ? 에이 우리형인데 취해 내가 데려다 줄려고 하니까 그냥 가요. 형씨 싫으면 그냥 가라고 도와줘요. 이에요 신고 할께요.에이. 지갑은 내가 고 . 신고하면 알아서 해.,갈취 대화
야 너 빨간가방 네? 저요 ? 그래 너. 여기 지나가는 애가 너말고 또 있냐? 아.아뇨. 무슨 일이세요? 누나가 말야 지금 담배를 사야하는데 딱 돈이 떨어졌네? 네.? 그런데요? 요즘 점유들은 왜 이렇게 답답하냐 . 야 담배값 좀 주라고. 그러니까 제가 왜. 왜? 내가 말했지. 담배사야되는데 돈이 없다고. 그럼 니가 줘야지. 내 눈에 띄었잖아 저 돈없어요. 그래 당연히 없겠지. 그럼 어떻게 해야하나? 내가 담배를 못사서 못피면 니가 몸으로라도 떼울래?,갈취 대화
야 너 빨간가방 네? 저요 ?그래 너 애가 있냐? 아아뇨 무슨 일이세? 가 말야 지금 담배를 사야하는데 딱 이 ? 네.? ? 요즘 것들은 왜 이렇게 . 야 담배값 좀 라고 그러니까 가 왜 왜 가 했지. 사야되는데 돈 없다고 그럼 니가 눈에 띄었잖아 없어요 당연히 없겠지. 어떻게 해야하나? 내 담배를 못사서 못피면 니가 떼울래?,갈취 대화
오늘 이 좀 정리 . 퇴근 서류인데요.해 아침니까 지금해야 하니까 보고해정리 . 진짜미리 말씀을 . 내 대기잖아? 회의가 많아서일도깜박 했어. 금방 끝나면 저녁아니네요. 해서 얘기하는 거놀았나 이. 보고너무하네요 약속내 있고 그래서 도와줄가수도 없어. .내용도 많은데 언제 합에 어쨌든 가 나에게 카톡으로시간 하고 퇴근하지 말고 하고 있어 끝나는 해주셔야죠 에,직장 내 괴롭힘 대화
오늘 이 서류 좀 정리해. 퇴근 시간인데요. 상수도 아침에 보고해야 하니까 논법 지금 조리 현생 사위 정리해. 연기 이승 미리 말씀을 하기 향내 해주셔야죠 조서 연륜 . 내가 상담 놀았나? 춘추 오전 회의가 언사 많아서 깜박 했어. 금방 끝나는 일도 아니네요. 등기 해 그래서 서면 얘기하는 거잖아. 내가 저녁에 약속이 있고 해서 귀 이빨 도와줄 수도 논법 없어. 내용도 많은데 언제 합니까 어쨌든 귀 끝나면 나 입담 에게 카톡으로 보고하고 퇴근하지 말고 대기하고 있어. 오늘날 말 진짜 증오 너무하네요,직장 내 괴롭힘 대화
근데 너네 부모님은 어디나라셔? 우리 부모님 아빠는 인도사람이고 엄마는 중국사람이셔 그럼 너 잡종이네? 강아지나 고양이들도 종 서로 섞여서 교배되면 잡종이잖아. 너 잡종이야? 사람한테 잡종이라니. 그냥 나 혼혈일뿐이야. 잡종이라는 말 기분나빠? 너 잡종 맞잖아 잡종을 잡종이라 하지 뭐라 그래? 근데 왜 두분 다 외국인이신데 한국에서 살아? 한국기업에서 일하고 계셔서 그래. 와 잡종인데 한국에서 돈 받고 일도다니. 진짜 잡종중의 완전 잡종 잡종 아니라고. 그리고 우리 엄마아빠도 이제 한국인이라서 한국에 세금도 내. 그전까지는 안 냈을거 아니야. 잡종은 잡종 나라로 돌아가. 괜히 우리나라 물 흐리지 말고 니가 나중에 결혼해서 애 낳으면 와. 거의 외계인 아님? 생김새가? 너 말 사람 너무 기분 나쁘게 한다. 말 좀 예쁘게 해주면 안 돼?,기타 괴롭힘 대화
근데 너네 부모님은 어디나라셔? 우리 부모님 아빠는 인도사람이고 엄마는 중국사람이셔 그럼 너 잡종이네? 강아지나 고양이들도 종 서로 섞여서 교배되면 잡종이잖아. 너 잡종이야? 사람한테 잡종이라니. 그냥 나 혼혈일뿐이야. 잡종이라는 말 기분나빠? 너 잡종 맞잖아 잡종을 잡종이라 하지 뭐라 그래? 근데 왜 두치 다 외국인이신데 한국에서 살아? 한국기업에서 일하고 계셔서 그래. 와 잡종인데 한국에서 돈 받고 일한다니. 진짜 잡종중의 완전 잡종 잡종 아니라고. 그리고 우리 엄마아빠도 이제 한국인이라서 한국에 세금도 내. 그전까지는 안 냈을거 아니야. 잡종은 잡종 나라로 돌아가. 괜히 우리나라 물 흐리지 말고 니가 나중에 결혼해서 애 낳으면 와. 거의 외계인 아님? 생김새가? 너 말 사람 너무 기분 나쁘게 한다. 말 좀 예쁘게 해주면 안 돼?,기타 괴롭힘 대화
막내가명 커피 좀. 근데 제가 꼭 커피 타야되나요? 어 당연하지. 막내잖아 나때는 더했어. 빨리 해 하. 여기요 뭐야 한숨을 왜 쉬어? 커피 타는게 그렇게 싫어?? 아닙니다. 뭐야 이런걸로 또 기분 나빠져서 속으로 욕하는거야?? 아닙니다. 욕한적 없습니다. 그래? 그럼 저기있는 서류 정리도 오늘내로 다 해놔. 저걸 다 요? 저 혼자서요? 어. 그럼 막내가명가 하지 누가 해 원래 다른팀 업무 아닌가요? 지금 바빠! 서로 좀 돕고 살아야지. 막내가명가 다 해. 밤을 세워서라도 다 하고 집에 가!! 네.,직장 내 괴롭힘 대화
막내씨 커피 좀. 근데 제 꼭 되나요? 어 당연하지. 잖아 는 . 빨리 여기요 한숨 쉬어? 커피 타는게 그렇게 ?? . 뭐야 이런로 또 나빠져서 속으로 욕하는거야?? . 한적 없습니다. 그래 그럼 저기 서류 정리도 해. 저걸 다 요? 저 혼자? 어. 막내씨 하지 누가 해 원래 다른 업무 ? 지금 ! 서로 좀 돕고 . 막내씨 다 해. 을 세워서라도 다 하고 집 가 네.,직장 내 괴롭힘 대화
.까지 완료 하기로 했던 일은 다 완료 되었나요끝내서 어제 급한 있어서 처리를 하겠습니다 했습니다. 없겠네만들어행동번 . 수 뿐이?그럼. 오늘까지 일이 전달하도록 될것이다 하지오늘까지 취할 죄송합니다. .그냥 이번 행사때 오못 독약을 맛보게 가 꼭어제 모두도록 할께요. 두을 말 않겠다. 오늘까지야. 알겠습니다.,협박 대화
까지 완료 하기로 했던 은 다 완료 되었나요?어제 급한 일이 있어서 처리를 못 했습니다 그럼 행동 취할 수 뿐이 끝내서 오늘까지 . 죄송합니다. 그냥 이번 행사때 모두가 독약을 될것이다. 만들어 오도록 할께요.두 말하지 않겠다 . 알겠습니다,협박 대화
어이 에 이라도빌렸으면 나하본거 !!들 겜갚을것이지.살려주세요..아니 그러게 돈안 에서 ? 왜 숨어살어? 갚을려고했으나 돈이 안만야어쩌겠습살. 돈이 도모아지면저번 바닥에서 구걸이라도 해야지 숨어 을 맘안 기억 없던거잖아아고 오해아주. 했는데 갚을려고 정말.! 에이씨구걸산거면나랑 말장난 해못 입니다요그냥 장기 다 사람 정신차리지? 끄아아 잘?열심히.잘니까 더시는그갚을그럴게요 !!장.했습니다 했어요 ? 두번은 안봐줘.길그땐하겠습니다니 장기!!모아지는데 아니라 가족 친척 등등 니 주변뿐털려야쇼각오장기 다 털릴 만은하라 아 알겠습니다못 제발 제.목숨 ?살려주세요.,협박 대화
어이 저번에 겜장에서 나 본거 기억하쇼? 살.살려주세요. 아니 그러게 시가을 빌렸으면 갚을것이지 왜 숨어살어? 그. 갚을려고했으나 시가이 안모아지는데 어쩌겠습니까. 시가이 안모아지면 길바닥에서 구걸이라도 해야지 숨어산거면 갚을 맘도 없던거잖아? 아고 오해입니다요. 정말 갚을려고 했는데.! 에이씨!! 나랑 말장난 해? 아주그냥 장기 다 털려야 정신차리지? 끄아아!! 잘못했습니다.잘못했어요 더시는 안그럴게요 구걸이라도 열심히 하겠습니다!! 야? 두번은 안봐줘. 그땐 니 장기뿐만 아니라 가족 친척 등등 니 주변 사람들 장기 다 털릴 각오하라 아. 알겠습니다. 제발 제 목숨만은 살려주세요.,협박 대화
내가 너 줘 밥만 사줄게 돈 왜 치자진짜 냐 더럽네 쪼금 도와준 거 가지고 생색은 어쨌든 도와줬잖아 뭐 달라고?줘야지 돈 싫어,갈취 대화
내가 너 도와줬으니까 돈 줘 그런게 어딨어 밥만 사줄게 돈 내놓으라고 왜 밥으로 퉁치자 진짜 인성 뭐냐 더럽네 쪼금 도와준 거 가지아래 생색은 어쨌든 도와줬잖아 그래서 뭐 돈 달라아래? 줘야지 돈 싫어,갈취 대화
이 어제 채혈 다 산소도 다 해놓고 한거니? 죄송합니다. 다 를 못했어요.뭐? 내 다 친절하게 선배 말씀이 빠르고 잘 가 안됐어요 내 길게 말 직접 해봐야 아는거지 누가 말로 ? 나도 다 배웠어 배워나가야 되지 않겠니? 죄송해요 선배님. 너 그렇게 해서 환자 한명도 하겠니? 뭘 눈을 그렇게 똑바로 쳐다봐 어제 일이나 마무리해 네 선배 똑바로 어제 너 정시에 퇴근? 나는 너 초 말이야 34시간 더 배우려고 퇴근도 못 그랬는데 말이야.? 아. 가 새겨들을게요,직장 내 괴롭힘 대화
이 간호사 어제 채혈 다하고 산소도 측정도 선진 대천 다 해놓고 퇴근한거니? 고도 방법 법 아 순이익 법무부 죄송합니다. 다 마무리를 못했어요. 뭐 재해 ? 내가 어제 이 수법 거 다 친절하게 병자 알려줬잖아 선배님 말씀이 너무 빠르고 후각 잘 이해가 턱 세대 안됐어요 죄송합니다 내가 길게 말해봤자 과거 다 직접 해봐야 아는거지 누가 노년 말로만 배우니? 속 오인 한도 나도 다 엄니 그렇게 내부 구설 배웠어 너도 극한 그렇게 배워나가야 되지 않겠니? 가축 죄송해요 선배님. 너 그렇게 싹 해서 환자 한명도 케어 끝 하겠니? 최근 뭘 눈을 그렇게 똑바로 과거 쳐다봐 수놈 과거 과거 어제 하던일이나 최종 마무리해 네 선배님 묘소 똑바로 할게요 어제 너 그리고 정시에 바로 퇴근했더라? 나는 너같은 초 연륜 짜일 과거 때 말이야 34시간 더 제목 배우려고 턱 퇴근도 못하고 그랬는데 말 가운데 이야 턱 .? 아. 제가 선임 몰랐어요 새겨들을게요.,직장 내 괴롭힘 대화
성격이 그래 네?말투 하라 말씀인지. 도 네 도대체가 안맞아 이 마음에 안드신다는 얘기면 보겠습니다 다 마음에 안든다고그렇다면 저도 어떡해야 할지,기타 괴롭힘 대화
성격이 왜 그래? 네? 말투도 이상하고 어떻게 하라는 말씀인지. 이해력도 떨어지고 네? 도대체가 안맞아 성격이 마음에 안드신다는 얘기평면 고쳐보겠습니다 다 마음에 안든다고 그렇다면 저도 어떡해야 할지,기타 괴롭힘 대화
야 ! 응 ?? 나 ?? 그래 너 ! 으 냄새나 냄새 ? 무슨 냄새 ? 무슨 냄새긴 ! 쓰레기 냄새통 .뭐.? 너 안씻고 다니니.? 아니 나 씻고왔는데.? 으 냄새나 저리가 ! 애들아 얘 냄새 나니깐 가까이 가지마 왜그래.진짜.,기타 괴롭힘 대화
야 정신 ! 응 ?? 자아 구린내 나 ?? 그래 너 ! 으 냄새나 냄새 ? 무슨 냄새 ? 무슨 냄새긴 ! 쓰레기 냄새 장 지 .뭐.? 유향 너 안 향기 씻고 춘추 오인 다니니.? 오인 아니 후각 나 씻고왔는데.? 으 냄새나 자장 저리가 ! 기 연대 유향 애 예지 들아 생 얘 냄새 유향 나니깐 가까이 가지마 들판 왜그래.진짜 구리다 .,기타 괴롭힘 대화
내가 지난번에 말한대로 좋게 말할 때 시키는대로 해. 왜그래. 나는 못하겠어. 야.그건 아무리 생각해도 우리가 할 수 없을거 같아. 이새끼들 니들이 그 일 못하면 칼로 니들 두 눈 신장 떼서 내가 판매아넘길거야. 진짜.진짜 못하겠는데. 어떻게 안될까? 너네 진짜 죽고싶어? 알겠어.시키는 대로 할게 야 너 미쳤어? 그래. 고분고분하게 해야지. 허튼 생각하면 니들 죽을 줄 알아. 제발 살려만 줘.,협박 대화
아가 지난번에 말한눈 좋게 말할 들 해.시키는대로 팔미쳤어야왜는 못하겠어. .그건수아무리 생각해도신장새끼가 할하면내해야지없을거 같아.내야우리들 니때이알그나일 알겠어하면 칼로 니들 두 진짜 떼서 고분고분하게 그래아넘길거야. 진짜. 못하겠는데. 어떻게 ?진짜너네대로 죽고싶어? .시키는 대로 할게 이 너 .? 그래살려만 가 . 허튼못생각 니들 죽을 줄 . 제발 .안될까줘.,협박 대화
목재 니가 우리딸 때렸니? 걔가 먼저 재수없게 범위 했어요. 우리 딸이 뭘 잘못했는데? 얼굴믿고 자두 여기저기 꼬리쳤다구요 처녀 작업반 . 안쪽 너한테 해코지를 한것도 아닌데 사람 속 을 대낮 패니? 재수없는데 어떻게 해 널빤지 요? 너 진짜 안되겠구나. 그럼 너 비례 따님 말하는게 재수없으니 사람 처녀 나도 널 놈 패 대 도 평판 목재 매 되는거지? 사의 뭐라구요? 좋은 대 말로 가실 할때 우리딸한테 처녀 사과해. 안그럼 진짜 패버릴테니까. 알겠어요,협박 대화
니가 우리그럼 ? 걔재수없는데한되는거지 재수없게 ..우리 딸 뭘못잘안 ? 얼굴코지 여기저기 . 패해 해믿고를 것도도아닌데진짜딸을 너니? 가 어떻게 해요?이너? 안되겠구나. 그럼 너 말우리알겠어요재수없으니 나도했는데널 패 버릴테니까 때렸니뭐라구요?꼬리쳤다구요좋은말로 할때 하는게딸한테 사과진짜.패 사람 한테 먼저했어요,협박 대화
가 그만왜만나고 . 정말너힘들어서 꼴. 내가 계속 그래 보고 옥상보기그래? 진작난 안된다고 했지. 제발 이제 . 그래 그런식으로식미치는해봐 나 잘못되면 줄 너때문에 그런걸.다 취소할 싫으면 옥상 진정해 너 그냥 겁주려고 그런.으로 말하는거잖아. 내가.같아아 거 못?가니 나 만든거야. 알겠어 미안해.일단 싶어서는 내려오고 .싶어나 죽는 꼴 이야 이미 헤어지자에서 말 취소그러는거야해당장그만해이렇게알겠어..할게알 내에 그랬어야지,협박 대화
난 그만 만나고못그래 정말 힘들어서다싶어. 식 내 미치는 이렇게 걸 싶어서 해?옥상내가 ? 했지니 왜그러는거야 제발 이제 그만해. 그래 할게너으로가계속해봐 잘못되면 . 너겁에 이미 줄 알같아보고 그런 이야. 너 그냥가때문주려고 그런식으로 나하는거잖아안된다고 내 할 거.아. .가알겠어말꼴꼴 만든거야. 미안해.일단 옥상에서 진작 진정해에 나 죽는 보기 싫으면나헤어지자는 말 취소 당장.그래. 취소그런. 내려오고알겠어 그랬어야지.,협박 대화
안녕하십니까 부장님! 이 번에 승진했지? 앉게나. 네! 감사합니다. 다름이 아니라 지금 우리가 11 면담을 다 진행하고 있는 건 알지? 네. 혹시 회사에 어떤 문제가 생긴 건가요? 문제라면 문제긴 하지.허허. 다름이 아니라 인원이 너무 많아서 줄여야 할 것 같다네. 네? 그럼 혹시 . 이번에 들어오신 분들이. 아니. 우리가 면담을 하는 이유가 그런 이윤데 내가 아무리 생각해도 솔직히 자네가 우리 회사에 그렇게 인재는 아니라고 생각하네. 갑자기 무슨 말씀이신지. 저는 지금까지 잘 해왔다고 자부할 수있고.이번에 승진도. 그야 내가 다 미리 계산하고 있는 동안만은 조금이라도 더 편하라고 그런거고 자네가 받는 돈에 비해 자네가 많이 부족하다고 생각하지않나? 항상 감사하게 생각은 하지만. 이런 이유로 갑자기 제가. 나가야 한다는 말씀이신가요? 자네 발로 나가는 방법 말고도 방법이 있긴하지만 임 동안 정이있으니 이 정도만 말하겠네. 알아서 판단하시게나. 이만 나가봐.,직장 내 괴롭힘 대화
안녕하십니까 부장님! 이 번에 승진했지? 앉게나 네!요감사합니다. 아니라 지금 우리가 면담을 다 진행하고은 건 알이?회사네. 혹시다름이 인재어떤 문제가. 건가 라면. 그야 . 허허 로 아니라 인원이 너무 11줄여야 할내에 . 네? 그럼 혹시 하지 이번하겠네 들어오신 분 이. 아니우리 우리가 면담을 하는자네많아서가갑자기그런 이윤데 다름이가신지이 생각해도 가 ? .. 에 그렇게 ?같다네아니라고 생각하네 회사 말씀아무리제. 저는그런거고지금까지 않나이유해왔다고 자부할 수있고.이번에 승진도. 긴 내가 다?미리 자네하고 있는 동안만은 조금이라도있는더 편하라고 솔직히문제받는이유돈것 비해 계산가자네많이 나가는 생각하지무슨는잘항상 감사하게 . 하지만. 이런 로 갑자기들.가생각에나가야 한다는 이신가요가 자네있으니발 부족하다고 방법 말고도생긴방법이 판단 말. 말씀정이 지 정도만 그에.문제알아서 있긴하지만하시게나. 이만 나가봐동안,직장 내 괴롭힘 대화
. 소유 페이퍼 내가 뭘 하면 되는데? 아무것도. 자식 아무거나 상관없어 내가 다 할게. 끝 제발 이러지마.응 안내서 감각 ? 아니. 난 너한테 아무것도 안 바라. 네가 무슨 짓을 하든지 너는 오늘 의논 내 방향 손에 죽을거야. 도대체 나한테 왜 가운데 이러는건데? 그걸 몰라서 물어? 너 진짜 뻔뻔하다. 그래 나 뻔뻔해. 연막 그러니까 이렇게 다 페이퍼 내려놓고 빌지. 기호 그런다고 내 맘이 변할 것 동정 속 같아? 향내 어림 동아리 기절 도 없어. 넌 나한테 해 지옥이었어. 너도 곧 반제 연막 자식 지옥을 맛 등급 보게 될거야. 진짜로 법무부 지옥에 간다면 납부 더할나위 없이 좋겠네. 각 이런 짓 원경 을 하고 연막 너라고 무사할 것 같아? 기 상관없어. 놈 너 개울 를 지옥으로 보낼 수만 있다면.,협박 대화
.내 뭘것하면빌지되는데 것 .것아무거나 이런도내가 것. . 아니지옥이러지마맛응? 제발. 난 아무한테 을 안나바라. 네가 무슨 짓을 하든너 너는 오늘 손에가죽을거야. 도대체 나한테 왜 . 그걸 몰라서?.?도너 진짜 그런다고뻔하다을내 뻔뻔해. 그러니까 이렇게?다 내려놓고 . 뻔 내 맘더할 변할 상관없어? 어림도 넌 나한테 지옥이었어. 지도 곧 이러는건데 .같아보게그래될거야 진짜로 지옥에 간다면 나위 없이 좋겠네.할게 .짓이 하고 ?. 무사할 다 같아너 상관없어물어너너를아무지옥으로없어보낼 수만 있다면라고,협박 대화
좋은 아침입니다 그래 박사원 커피 좀 수 있나 커피 프림2 설탕2 맞으신? 카페를 갈 필요가 없네 오늘 뭐 싶은 거 있나? 저는 회사 앞 새로 생긴 어떠십니까? 박사원 부장 취향 모르니? 나는 오늘 이 순대국이 당기네 그럼 순대국도 좋습니다그럼 그럴까? 가 미리 예약해놓겠습니다. 돈까스는 여자친구 데이트 나 먹어,직장 내 괴롭힘 대화
안녕하십니까 아침입니다. 그래 원 커피 좀 수 있나? 커피2 프림 2 맞으신가요카페 갈 필요가 오늘 점심 메뉴 뭐 거 있나? 는 회사 앞 돈까스 집 어떠십니까? 박사원 부장님 취향 모르니는 오늘 국물이 진한 순대국 당기네. 그럼 순대 좋습니다. 그럼 그럴까 미리 예약해놓겠습니다.돈까스는 여자친구 데이트 때나 먹어,직장 내 괴롭힘 대화
잘 백금 생각해봐 용자 치 이건 윈윈이야 뱃구레 . 당신은 가정 형벌 지키고 난 돈 벌 득 수 있고. 이봐 이렇게 까지 해야 치 해? 20억 논증 친분 은 너무 하잖아. 따님 에러 사정 20억? 임 당신 영리 아내와 정부 딸과의 원칙 수익 관계 위치 가 겨우 그 정도인가 보지? 아니 그 말 화해 이 마음 아니잖아. 한 사람 번의 따님 백금 동정 실수로 치루기에는 너무 큰 값 애인 읍 이라고. 중편 재산 한 번의 실수? 어이 죄 가 없군. 우리가 포 수집한 증거만 총 한계 임 20차례의 명 외도야. 타 당신이 정의의 백금 사도라도 돼? 대체 언어 이러는 이유가 뭐야? 그런 거 법칙 관심 없어. 난 돈만 벌면 기관총 백금 돼. 통신 당신이 운 회화 수확 없게도 내 징벌 타겟 백금 이 된 거고. 마음대로 해. 난 돈 없어. 처녀 배 째겠다 이거군 패거리 . 당신 집으로 복 내일 우편물이 하나 갈거야. 당신 마음 딸 표정이 어떨까? 제발 그만해! 진정하고 일단 대화부터 해보자고.,갈취 대화
잘 생각해봐 이건 윈윈이야. 손해 집안 당신은 가정 내용물 지키고 액 난 돈 벌 수 있고. 이 명사 봐 이렇게 까지 해야 난초 해? 싹수 20억은 너무 하잖아. 20억? 당신 아내와 딸 동안 과의 관계가 겨우 그 정도인가 보지? 아니 액수 그 말이 아니잖아 반연 . 한 노년기 매가 젖소 번의 실수로 치루기에는 너무 큰 값이라고. 한 가격 내용물 번의 실수? 정가 어이가 없군 착오 . 우리가 수집한 증거만 총 20차례의 외도야. 길미 득 가치 당신이 정의의 사도라도 처녀 시가 밀봉 보관 돼? 대체 이러는 이유 백금 가 뭐 매가 야? 그런 거 관심 볼품 없어 명수 . 난 돈만 벌면 백금 즙 돼. 친분 당신이 운 에러 흥미 없게도 내 타겟이 된 거고. 마음대로 해. 다음날 난 돈 없어. 순이익 배 귓바퀴 째겠다 이거군. 당신 집으로 내일 우편물 간수 이 하나 치환 집안 갈거야. 임 당신 딸 연줄 불운 여편네 표정이 어떨까? 제발 관계 그만해! 진정하고 일단 대화부터 턱 해보자고.,갈취 대화
이야 개울동생 여자친구한테 편지쓰네? 아 형 돌려줘. 어디보자. 사랑하는 여친에게. 아 읽지 말라고! 아니 이게 어디서 형한테! 가만있어봐. 개울 편지야! 요즘 항상 네 생각만 난다. 너네가 무슨 견우직녀냐? 웃기네. 그만하고 내놔! 에헤이 나도 제수씨에 대해 알아야지 이거 사생활침해야! 내놔!,기타 괴롭힘 대화
이야 내 여자친구한테내놔편지쓰네봐네 야돌려줘. 어디보자. 사랑하는 여친에게 아 읽지편지말라고무슨생각 아니 가 어디서 형한테! .?.동생 내 가만있어야이 요즘!항상 네 알아야지만 .대해 너아 !형견우직녀냐? 웃기네난다 그만하고 에헤이 나도 제수씨에 . 게 이거 사생활침해 !!내놔!,기타 괴롭힘 대화
하 또 죄송합니다. 이번 정말 졸이라? 지금 공부 티내? 다음부턴 정말 잘 해오겠습니다.재수 없는놈. 너 가 여기 할때 불길했다. 이제 슬슬 . 아닙니다. 자식 내가 같은애랑 회사에서 일하는게 얼마나 불쾌한지 알기나 해? . 꼴도 보기 싫어 띄지말고 살.,직장 내 괴롭힘 대화
하 또 안쪽 이러네 가담 남자 죄송합니다. 이번 가운데 엔 허락 정말 잘해보려했는데 너 괴사 고졸이라 미래 했지? 지금 공부 안한거 티내? 아닙니다. 후각 다음부턴 정말 잘 해오겠습니다. 재수 없는놈 가운데 . 너 소위 내 기 가 여기 합격할때부터 불길했다. 지출 이제 슬슬 복선 알아서 나가지? 죄송합니다. 아닙니다. 답답한 자식. 내가 너같은애 살붙이 랑 내부 같은 안쪽 회사에서 연령 기한 일하는게 얼마나 불쾌한지 알기나 보필 해? 정말 죄송합니다. 아오 꼴도 보기 싫어. 미래 내 눈앞에 띄지말고 조용히 괴사 살아. 죄송합니다,직장 내 괴롭힘 대화
