idx,class,conversation
3354,갈취 대화,"야 나 돈좀 빌려주라
어? 저번에 빌린것도 안갚았잖아.
그건 그거고 나 지금 급히 필요해서 그래
이번엔 힘들거같아.
너 진짜 이럴래? 너 나 앞으로 계속 봐야할텐데. 감당 가능하겠어?
얼마가 필요한데.
1000만원만 빌려줘
나 지금 그정도 돈 없어.
그럼 지금 대출이라도 받아서 빌려줘. 나 지금 대출이 안돼
그게 무슨 소리야."
3384,기타 괴롭힘 대화,"대체 왜 나를 이렇게 괴롭히는거야?
뭐야 너가 질문을 해?
너는 그냥 묻는 말에 대답만 해
알겠어
너 무슨 애니 본다고 했지?
원피스
그럼 루피한테 한번 맞아보자.
고무고무 펀지!
윽 윽 너무 아파.
익익 눠뭐 아풔.
크킄 말도 찐따스럽네. 오늘부터 얘랑 말하면 똑같이 맞는다."
3388,기타 괴롭힘 대화,"돈 모으기만 해서 뭐하냐?
신경꺼.
쓰지는 않고 거지냐?
쓰는데 아끼는거야.
카페는 한 번도 안가는 주제에.
필요하면 내가 산다.
에휴 불쌍해서 어째?
그만 무시해!
잘 살아봐라. 거지가 부자가 되나?
꺼져."
3414,기타 괴롭힘 대화,"여행 누구랑 다녀왔어요?
아 친구랑요
친구 누구? 남자친구?
아니요 대학 동창이요
아 대학교에서 만난 남자친구?
아니요 그냥 친구요
아 요즘에는 흠도 아니야 솔직히 말해도 되지
진짜 그냥 친구요
아 그래그래 남자인 진짜 그냥 친구
하"
3419,기타 괴롭힘 대화,"공책 돌려받길 원하면 빨리 뛰어봐. 이 굼벵아.
빨리 내놔.
빨릐 내놔아. 빨리 내놓으래. 웃기다.
아 내놓으라고!
내놓으롸고!
굼벵아 그러니 빨리 달려봐. 그게 뛰는거냐?
그만 좀 놀리고 내놔.
그만 좀 놀릐고 내놔.
넌 좀 그만 따라해.
넌 좀 그만 따라해애.
아 굼벵이 너무 느려서 재미없다. 네가 안 가져가니 이건 내가 가진다."
3453,협박 대화,"오빠 근데 왜 헤어지는거야??
이제 별로 널 안 사랑해. 그리고 나도 이제 지칠만큼 지쳤어.
대체 어느부분이 지쳤다는건데. 내가 사과했잖아.
사과해도 우리 다시 사귀면 넌 잠깐은 바뀌겠지만 다시 돌아올거야.
싫어. 난 못 헤어져. 나 헤어지면 죽어버릴거야.
왜 그래. 너 어린애 아니잖아.
싫다고 내가 바뀐다는데 왜 오빠가 먼데 날 판단해. 나 진짜 헤어지면 가방속에 있는 칼로 내 손목 그을거야.
왜 그래. 그러지마. 그냥 우리 좋게 끝내자.
싫다고 나 진짜 죽는꼴 보고 싶어? 헤어지면 죽을거라고 그러니까 오빠도 나랑 헤어질 생각하지마 헤어지면 확 손목 그어서 죽을거니까"
3472,기타 괴롭힘 대화,"너는 코가 왜 생기다 말았어?
뭐라고?
아니 그냥 코 모양이 이상하잖아. 되게 흑인들 코 같아.
나한테 왜 그래? 왜 사람 외모로 그러냐고?
아 그냥 뭐라고 한건 아니고 신기해서!
신기하다고도 하지 말아줄래?
아 기분 나쁘게 했으면 쏘리. 아 볼 때마다 웃겨 죽을것 같아.
너 진짜 뭐냐?
아. 웃긴데 어쩌라고?
그래도 사람한테 그러면 안되는거지!"
3487,기타 괴롭힘 대화,"주문하신 아메리카노 나왔습니다
아가씨 고마워 잘 마실게 근데 아가씨는 애인있어?
아뇨
예쁜 아가씨가 애인도 없어서야 이 오빠가 알바끝나고 술 사줄게
괜찮아요
에이 그러지말고 번호 좀 줘봐
싫어요
나 맨날 와서 여기 단골인거 알잖아 알바끝나고 기다리고 있을게
싫어요
에이 좋으면서"
3503,기타 괴롭힘 대화,"야 쟤 걷는것좀 봐 왜저러냐?
나보고 하는 소리야?
여기에 너 말고 더 있냐? 뒤뚱거리면서 걷는 사람이?
사과해
무슨 사과? 너가 이상하게 걸었으면서 내가 왜 사과를 하냐? 역겹네
너 그렇게 살면 안돼
야 신경꺼 니 걸음걸이나 수술하세요 저기 병원이나 다니셔서
너라고 이렇게 안될꺼같니? 너도 살다가 이렇게 될 수 있어
예예 어련히요
도무지 말이 안통하네."
3516,갈취 대화,"야 너 돈 많아보인다
저 없습니다.
없는애가 그렇게 명품을 두르고 다녀?
이거 다 선물받은 것입니다.
지금 돈없어?
예 없습니다.
그럼 그 시계 팔아서 좀 주라
안됩니다.
나 줘봐 내가 당근에 팔아줄게. 팔리면 너도 좀 줄게
아."
3519,기타 괴롭힘 대화,"진용아 내 내 가방 돌려줘
아하하 진용아? 가방 돌려줄까?
노 놀리지마
노 놀리지마
하아.
한숨 쉰 거야?
아 아 아아니야.
아 아 아 아니야? 하하하하
아아.
왜? 기분 나빠?"
3560,기타 괴롭힘 대화,"지우야 너 카톡계정 있지? 그것좀 빌려주라.
네 근데 왜요?
내가 계정이 정지됐는데 비밀번호를 까먹었어
그거 비번 재설정하면 되지 않아요?
아 내가 몰라서 묻는거 같아? 여러번 했는데 안되서 너한테 물어보는거잖아.
다른애들한테 부탁하면 안될까요?
너 안빌려주면 죽는다.
제발요
너 형이 잘해주니까 무시하냐? 야이
네"
3625,기타 괴롭힘 대화,"야 너 나한테 할말 없어?
없는데
진짜 없어?
무슨 일 있어?
회사 취업했다며
아 응
한 턱 쏴야지
내가 왜?
나니까? 말대꾸하네
너가 사먹어"
3654,기타 괴롭힘 대화,"야. 너는 맨날 똑같은 옷만 입고 다니냐?
아니야.
더러워 진짜!
냄새도 나냐?
아. 아니야.!
뭐야 뭐가 아닌데? 그거 새 옷이야?
아니.
엄마가 옷 안 사주셔? 아들 냄새도 모르시나.
야!!!
뭐!!! 소리 지르니까 입냄새도 나네 이새끼."
3690,기타 괴롭힘 대화,"야 길동 오늘도 과자 사왔냐?
응 여기.
야 이거 숙제 너가 우리껏도 다 해와라 알겠지?
이 많은걸 다 나혼자.?
그럼 니가 하지 누구하냐
응.
잔말말고 해오기나해 맞을래?
아냐 알겠어
진작에 그럴 것이지
응."
3698,기타 괴롭힘 대화,"얘들아 오늘은 내가 1루 수비할게
그래 돌아가면서 해보자
아 열받아. 운동도 못하는게!
지수야 어제 우리학교대숲에 올라온 내용 봤어?
응 그거 철수 욕이잖아
야 넌 빠져! 못하는게!!!!
으 음. 나 오늘은 배가 너무 아파서 수업 참여가 힘들 것 같네.
쟤는 왜저래 갑자기?
지수야 오늘 철수 학교 안왔지?
그러게 걱정되네"
3720,직장 내 괴롭힘 대화,"김대리
출근시간이 왜 그래
저 항상 10분 일찍 나오는데요
한시간 일찍 나와
그건 좀.
내가 시킬 일이 있어
근무 시간에 할 수 있습니다
내가 개인적으로 시킬게 있어
그건 생각해볼께요
시끄러 시키는대로 해"
3750,기타 괴롭힘 대화,"야. 너는 맨날 똑같은 옷만 입고 다니냐?
아니야.
더러워 진짜!
냄새도 나냐?
아. 아니야.!
뭐야 뭐가 아닌데? 그거 새 옷이야?
아니.
엄마가 옷 안 사주셔? 아들 냄새도 모르시나.
야!!!
뭐!!! 소리 지르니까 입냄새도 나네 이새끼."
3752,기타 괴롭힘 대화,"저기 재수없는 년 지나간다
나한테그런거야?
응 너 전부터 보기도 싫었어 그냥
왜그래화났어?
응 너 면상부터가 맘에 안들어 그냥 왜사냐?
말이 너무 심하잖아
제발 집에만 박혀 살면안돼? 꼴보기싫어 진짜
미안"
3761,기타 괴롭힘 대화,"진용아 내 내 가방 돌려줘
아하하 진용아? 가방 돌려줄까?
노 놀리지마
노 놀리지마
하아.
한숨 쉰 거야?
아 아 아아니야.
아 아 아 아니야? 하하하하
아아.
왜? 기분 나빠?"
3788,기타 괴롭힘 대화,"야 너 왜그렇게 걷냐?
하지마.
너 장애인이냐?
그만해.
니 부모님도 장애인이야?
아니야 제발 가.
니 부모님이 장애인이라 너도 장애인이냐?
하지 마라니깐.
야 애들아 이리와봐 장애인이 말도 한다
제발 그만해."
3797,기타 괴롭힘 대화,"너 이번 방학 때 쌍꺼풀 수술 하고왔지?
아닌데?
아니긴 뭐가 아니야. 눈이 이렇게 커졌는데.
이번에 렌즈 사서 그래.
너 반에 다 소문 났어.
아니야 나 안했어.
성괴 주제에 양심도 없네.
나 안했는데.
혹시 코도 했니? 턱은?
나 안했다니까."
3798,기타 괴롭힘 대화,"안녕하세요 지금 먹방 촬영중인데 촬영가능할까요?
안돼요
한번만 안될까요?
안돼요 나가세요
홍보효과도 좋아요
글쎄 안한다니까요
존나 튕기네
지금 뭐하세요
안좋게 소문내고 다닐께요
무슨말씀이세요 경찰부릅니다"
3855,기타 괴롭힘 대화,"그 소문 진짜야? 너가 다른 애들 뒷담화하고 다녔다며?
응? 나 그런 적 없는데?
아니긴 뭘 아니야. 이미 소문 쫙 났는데.
응? 나 진짜 그런 적 없어.
됐어. 너 성격 원래 그런 줄 알았어.
무슨 소리야. 나는 하늘에 맹세코 그런 적 없어.
지랄하지마. 진짜 역겨워. 너가 그래서 친구 없는 거야.
진짜 억울하다. 내가 뭘 잘못했다고 그래?
억울하면 처신 똑바로 하고 다녔어야지.
진짜 너무하다 너."
3874,기타 괴롭힘 대화,"야 니 왤캐 못생겼냐?
뭐라그랬냐?
으 나 보고 말하지마 니 얼굴보면 토나올거 같어
너 말이 심하다??
우웩 맷돼지가 말을하네 니 그얼굴로 다니면 안쪽팔리냐?
야 그만하라했다
난 사실을 말한것 뿐이잖아 내가 뭐 틀린말 했니?
나 좀 그만 괴롭혀
내가 니 얼굴이였으면 난 그냥 안살았을듯 니 참 대단하다 
진짜 그만해"
3928,기타 괴롭힘 대화,"새파랗게 젊은게 어디 여길 앉아있어
저 임산부에요
사지 멀쩡한게! 임신이 벼슬이냐?
할아버지 여기 노약자석이에요
나이도 어린게 따박따박 말대꾸야 일어나!
저도 약자입니다 임신으로 몸이 힘들어요
너같은 것들 때문에 여기 늙은이들이 앉질 못하잖아 일어나!
노약자석은 노인뿐만 아니라 약자 어린이도 이용할 수 있어요
니 애미애비가 이렇게 싸가지없이 대들라고 가르쳤냐? 당장 일어나!
제 부모님 욕하지 마세요"
